game_date,round,region,winning_seed,winner,winning_score,losing_seed,loser,losing_score,overtime
1080968400000,National Semifinals,National Semifinals,3,Georgia Tech,67,2,Oklahoma State,65,
1081137600000,National Championship,National Championship,2,Connecticut,82,3,Georgia Tech,73,
1110862800000,Opening Round,East,16,Oakland,79,16,Alabama A&M,69,
1111035600000,Round of 64,Midwest,1,Illinois,67,16,Fairleigh Dickinson,55,
1111035600000,Round of 64,Midwest,3,Arizona,66,14,Utah State,53,
1111035600000,Round of 64,Midwest,4,Boston College,85,13,Pennsylvania,65,
1111035600000,Round of 64,Midwest,9,Nevada,61,8,Texas,57,
1111035600000,Round of 64,Midwest,11,UAB,82,6,Louisiana State,68,
1111035600000,Round of 64,Midwest,12,Milwaukee,83,5,Alabama,73,
1111035600000,Round of 64,South,2,Kentucky,72,15,Eastern Kentucky,64,
1111035600000,Round of 64,South,3,Oklahoma,84,14,Niagara,67,
1111035600000,Round of 64,South,6,Utah,60,11,Texas-El Paso,54,
1111035600000,Round of 64,South,7,Cincinnati,76,10,Iowa,64,
1111035600000,Round of 64,West,1,Washington,88,16,Montana,77,
1111035600000,Round of 64,West,2,Wake Forest,70,15,Chattanooga,54,
1111035600000,Round of 64,West,3,Gonzaga,74,14,Winthrop,64,
1111035600000,Round of 64,West,6,Texas Tech,78,11,UCLA,66,
1111035600000,Round of 64,West,7,West Virginia,63,10,Creighton,61,
1111035600000,Round of 64,West,8,"Pacific, California",79,9,Pittsburgh,71,
1111122000000,Round of 64,East,1,North Carolina,96,16,Oakland,68,
1111122000000,Round of 64,East,2,Connecticut,77,15,Central Florida,71,
1111122000000,Round of 64,East,4,Florida,67,13,Ohio,62,
1111122000000,Round of 64,East,5,Villanova,55,12,New Mexico,47,
1111122000000,Round of 64,East,6,Wisconsin,57,11,Northern Iowa,52,
1111122000000,Round of 64,East,9,Iowa State,64,8,Minnesota,53,
1111122000000,Round of 64,East,10,North Carolina State,75,7,Charlotte,63,
1111122000000,Round of 64,East,14,Bucknell,64,3,Kansas,63,
1111122000000,Round of 64,Midwest,2,Oklahoma State,63,15,Southeastern Louisiana,50,
1111122000000,Round of 64,Midwest,7,Southern Illinois,65,10,"St. Mary's, California",56,
1111122000000,Round of 64,South,1,Duke,57,16,Delaware State,46,
1111122000000,Round of 64,South,5,Michigan State,89,12,Old Dominion,81,
1111122000000,Round of 64,South,9,Mississippi State,93,8,Stanford,70,
1111122000000,Round of 64,South,13,Vermont,60,4,Syracuse,57,1 OT
1111122000000,Round of 64,West,4,Louisville,68,13,Louisiana-Lafayette,62,
1111122000000,Round of 64,West,5,Georgia Tech,80,12,George Washington,68,
1111208400000,Round of 32,Midwest,1,Illinois,71,9,Nevada,59,
1111208400000,Round of 32,Midwest,3,Arizona,85,11,UAB,63,
1111208400000,Round of 32,Midwest,12,Milwaukee,83,4,Boston College,75,
1111208400000,Round of 32,South,2,Kentucky,69,7,Cincinnati,60,
1111208400000,Round of 32,South,6,Utah,67,3,Oklahoma,58,
1111208400000,Round of 32,West,1,Washington,97,8,"Pacific, California",79,
1111208400000,Round of 32,West,6,Texas Tech,71,3,Gonzaga,69,
1111208400000,Round of 32,West,7,West Virginia,111,2,Wake Forest,105,2 OT
1111294800000,Round of 32,East,1,North Carolina,92,9,Iowa State,65,
1111294800000,Round of 32,East,5,Villanova,76,4,Florida,65,
1111294800000,Round of 32,East,6,Wisconsin,71,14,Bucknell,62,
1111294800000,Round of 32,East,10,North Carolina State,65,2,Connecticut,62,
1111294800000,Round of 32,Midwest,2,Oklahoma State,85,7,Southern Illinois,77,
1111294800000,Round of 32,South,1,Duke,63,9,Mississippi State,55,
1111294800000,Round of 32,South,5,Michigan State,72,13,Vermont,61,
1111294800000,Round of 32,West,4,Louisville,76,5,Georgia Tech,54,
1111640400000,Sweet Sixteen,Midwest,1,Illinois,77,12,Milwaukee,63,
1111640400000,Sweet Sixteen,Midwest,3,Arizona,79,2,Oklahoma State,78,
1111640400000,Sweet Sixteen,West,4,Louisville,93,1,Washington,79,
1111640400000,Sweet Sixteen,West,7,West Virginia,65,6,Texas Tech,60,
1111726800000,Sweet Sixteen,East,1,North Carolina,67,5,Villanova,66,
1111726800000,Sweet Sixteen,East,6,Wisconsin,65,10,North Carolina State,56,
1111726800000,Sweet Sixteen,South,2,Kentucky,62,6,Utah,52,
1111726800000,Sweet Sixteen,South,5,Michigan State,78,1,Duke,68,
1111813200000,Elite Eight,Midwest,1,Illinois,90,3,Arizona,89,1 OT
1111813200000,Elite Eight,West,4,Louisville,93,7,West Virginia,85,1 OT
1111899600000,Elite Eight,East,1,North Carolina,88,6,Wisconsin,82,
1111899600000,Elite Eight,South,5,Michigan State,94,2,Kentucky,88,2 OT
1112418000000,National Semifinals,National Semifinals,1,North Carolina,87,5,Michigan State,71,
1112418000000,National Semifinals,National Semifinals,1,Illinois,72,4,Louisville,57,
1112587200000,National Championship,National Championship,1,North Carolina,75,1,Illinois,70,
1142312400000,Opening Round,Midwest,16,"Monmouth, New Jersey",71,16,Hampton,49,
1142485200000,Round of 64,East,2,Tennessee,63,15,Winthrop,61,
1142485200000,Round of 64,East,4,Illinois,78,13,Air Force,69,
1142485200000,Round of 64,East,5,Washington,75,12,Utah State,61,
1142485200000,Round of 64,East,7,Wichita State,86,10,Seton Hall,66,
1142485200000,Round of 64,Midwest,3,Florida,76,14,South Alabama,50,
1142485200000,Round of 64,Midwest,4,Boston College,88,13,"Pacific, California",76,2 OT
1142485200000,Round of 64,Midwest,11,Milwaukee,82,6,Oklahoma,74,
1142485200000,Round of 64,Midwest,12,Montana,87,5,Nevada,79,
1142485200000,Round of 64,South,1,Duke,70,16,Southern,54,
1142485200000,Round of 64,South,4,Louisiana State,80,13,Iona,64,
1142485200000,Round of 64,South,8,George Washington,88,9,North Carolina-Wilmington,85,1 OT
1142485200000,Round of 64,South,12,Texas A&M,66,5,Syracuse,58,
1142485200000,Round of 64,West,2,UCLA,78,15,Belmont,44,
1142485200000,Round of 64,West,3,Gonzaga,79,14,"Xavier, Ohio",75,
1142485200000,Round of 64,West,6,Indiana,87,11,San Diego State,83,
1142485200000,Round of 64,West,10,Alabama,90,7,Marquette,85,
1142571600000,Round of 64,East,1,Connecticut,72,16,Albany,59,
1142571600000,Round of 64,East,3,North Carolina,69,14,Murray State,65,
1142571600000,Round of 64,East,8,Kentucky,69,9,UAB,64,
1142571600000,Round of 64,East,11,George Mason,75,6,Michigan State,65,
1142571600000,Round of 64,Midwest,1,Villanova,58,16,"Monmouth, New Jersey",45,
1142571600000,Round of 64,Midwest,2,Ohio State,70,15,Davidson,62,
1142571600000,Round of 64,Midwest,7,Georgetown,54,10,Northern Iowa,49,
1142571600000,Round of 64,Midwest,8,Arizona,94,9,Wisconsin,75,
1142571600000,Round of 64,South,2,Texas,60,15,Pennsylvania,52,
1142571600000,Round of 64,South,6,West Virginia,64,11,Southern Illinois,46,
1142571600000,Round of 64,South,10,North Carolina State,58,7,California,52,
1142571600000,Round of 64,South,14,Northwestern State,64,3,Iowa,63,
1142571600000,Round of 64,West,1,Memphis,94,16,Oral Roberts,78,
1142571600000,Round of 64,West,5,Pittsburgh,79,12,Kent State,64,
1142571600000,Round of 64,West,9,Bucknell,59,8,Arkansas,55,
1142571600000,Round of 64,West,13,Bradley,77,4,Kansas,73,
1142658000000,Round of 32,East,5,Washington,67,4,Illinois,64,
1142658000000,Round of 32,East,7,Wichita State,80,2,Tennessee,73,
1142658000000,Round of 32,Midwest,3,Florida,82,11,Milwaukee,60,
1142658000000,Round of 32,Midwest,4,Boston College,69,12,Montana,56,
1142658000000,Round of 32,South,1,Duke,74,8,George Washington,61,
1142658000000,Round of 32,South,4,Louisiana State,58,12,Texas A&M,57,
1142658000000,Round of 32,West,2,UCLA,62,10,Alabama,59,
1142658000000,Round of 32,West,3,Gonzaga,90,6,Indiana,80,
1142744400000,Round of 32,East,1,Connecticut,87,8,Kentucky,83,
1142744400000,Round of 32,East,11,George Mason,65,3,North Carolina,60,
1142744400000,Round of 32,Midwest,1,Villanova,82,8,Arizona,78,
1142744400000,Round of 32,Midwest,7,Georgetown,70,2,Ohio State,52,
1142744400000,Round of 32,South,2,Texas,75,10,North Carolina State,54,
1142744400000,Round of 32,South,6,West Virginia,67,14,Northwestern State,54,
1142744400000,Round of 32,West,1,Memphis,72,9,Bucknell,56,
1142744400000,Round of 32,West,13,Bradley,72,5,Pittsburgh,66,
1143090000000,Sweet Sixteen,South,2,Texas,74,6,West Virginia,71,
1143090000000,Sweet Sixteen,South,4,Louisiana State,62,1,Duke,54,
1143090000000,Sweet Sixteen,West,1,Memphis,80,13,Bradley,64,
1143090000000,Sweet Sixteen,West,2,UCLA,73,3,Gonzaga,71,
1143176400000,Sweet Sixteen,East,1,Connecticut,98,5,Washington,92,1 OT
1143176400000,Sweet Sixteen,East,11,George Mason,63,7,Wichita State,55,
1143176400000,Sweet Sixteen,Midwest,1,Villanova,60,4,Boston College,59,1 OT
1143176400000,Sweet Sixteen,Midwest,3,Florida,57,7,Georgetown,53,
1143262800000,Elite Eight,South,4,Louisiana State,70,2,Texas,60,1 OT
1143262800000,Elite Eight,West,2,UCLA,50,1,Memphis,45,
1143349200000,Elite Eight,East,11,George Mason,86,1,Connecticut,84,1 OT
1143349200000,Elite Eight,Midwest,3,Florida,75,1,Villanova,62,
1143867600000,National Semifinals,National Semifinals,2,UCLA,59,4,Louisiana State,45,
1143867600000,National Semifinals,National Semifinals,3,Florida,73,11,George Mason,58,
1144036800000,National Championship,National Championship,3,Florida,73,2,UCLA,57,
1173758400000,Opening Round,West,16,Niagara,77,16,Florida A&M,69,
1173931200000,Round of 64,East,1,North Carolina,86,16,Eastern Kentucky,65,
1173931200000,Round of 64,East,2,Georgetown,80,15,Belmont,55,
1173931200000,Round of 64,East,3,Washington State,70,14,Oral Roberts,54,
1173931200000,Round of 64,East,6,Vanderbilt,77,11,George Washington,44,
1173931200000,Round of 64,East,7,Boston College,84,10,Texas Tech,75,
1173931200000,Round of 64,East,9,Michigan State,61,8,Marquette,49,
1173931200000,Round of 64,Midwest,4,Maryland,82,13,Davidson,70,
1173931200000,Round of 64,Midwest,5,Butler,57,12,Old Dominion,46,
1173931200000,Round of 64,South,1,Ohio State,78,16,Central Connecticut State,57,
1173931200000,Round of 64,South,3,Texas A&M,68,14,Pennsylvania,52,
1173931200000,Round of 64,South,6,Louisville,78,11,Stanford,58,
1173931200000,Round of 64,South,9,"Xavier, Ohio",79,8,Brigham Young,77,
1173931200000,Round of 64,West,2,UCLA,70,15,Weber State,42,
1173931200000,Round of 64,West,3,Pittsburgh,79,14,Wright State,58,
1173931200000,Round of 64,West,7,Indiana,70,10,Gonzaga,57,
1173931200000,Round of 64,West,11,Virginia Commonwealth,79,6,Duke,77,
1174017600000,Round of 64,East,4,Texas,79,13,New Mexico State,67,
1174017600000,Round of 64,East,5,Southern California,77,12,Arkansas,60,
1174017600000,Round of 64,Midwest,1,Florida,112,16,Jackson State,69,
1174017600000,Round of 64,Midwest,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63,
1174017600000,Round of 64,Midwest,3,Oregon,58,14,"Miami, Ohio",56,
1174017600000,Round of 64,Midwest,7,Nevada-Las Vegas,67,10,Georgia Tech,63,
1174017600000,Round of 64,Midwest,9,Purdue,72,8,Arizona,63,
1174017600000,Round of 64,Midwest,11,Winthrop,74,6,Notre Dame,64,
1174017600000,Round of 64,South,2,Memphis,73,15,North Texas,58,
1174017600000,Round of 64,South,4,Virginia,84,13,Albany,57,
1174017600000,Round of 64,South,5,Tennessee,121,12,Long Beach State,86,
1174017600000,Round of 64,South,7,Nevada,77,10,Creighton,71,1 OT
1174017600000,Round of 64,West,1,Kansas,107,16,Niagara,67,
1174017600000,Round of 64,West,4,Southern Illinois,61,13,Holy Cross,51,
1174017600000,Round of 64,West,5,Virginia Tech,54,12,Illinois,52,
1174017600000,Round of 64,West,8,Kentucky,67,9,Villanova,58,
1174104000000,Round of 32,East,1,North Carolina,81,9,Michigan State,67,
1174104000000,Round of 32,East,2,Georgetown,62,7,Boston College,55,
1174104000000,Round of 32,East,6,Vanderbilt,78,3,Washington State,74,2 OT
1174104000000,Round of 32,Midwest,5,Butler,62,4,Maryland,59,
1174104000000,Round of 32,South,1,Ohio State,78,9,"Xavier, Ohio",71,1 OT
1174104000000,Round of 32,South,3,Texas A&M,72,6,Louisville,69,
1174104000000,Round of 32,West,2,UCLA,54,7,Indiana,49,
1174104000000,Round of 32,West,3,Pittsburgh,84,11,Virginia Commonwealth,79,1 OT
1174190400000,Round of 32,East,5,Southern California,87,4,Texas,68,
1174190400000,Round of 32,Midwest,1,Florida,74,9,Purdue,67,
1174190400000,Round of 32,Midwest,3,Oregon,75,11,Winthrop,61,
1174190400000,Round of 32,Midwest,7,Nevada-Las Vegas,74,2,Wisconsin,68,
1174190400000,Round of 32,South,2,Memphis,78,7,Nevada,62,
1174190400000,Round of 32,South,5,Tennessee,77,4,Virginia,74,
1174190400000,Round of 32,West,1,Kansas,88,8,Kentucky,76,
1174190400000,Round of 32,West,4,Southern Illinois,63,5,Virginia Tech,48,
1174536000000,Sweet Sixteen,South,1,Ohio State,85,5,Tennessee,84,
1174536000000,Sweet Sixteen,South,2,Memphis,65,3,Texas A&M,64,
1174536000000,Sweet Sixteen,West,1,Kansas,61,4,Southern Illinois,58,
1174536000000,Sweet Sixteen,West,2,UCLA,64,3,Pittsburgh,55,
1174622400000,Sweet Sixteen,East,1,North Carolina,74,5,Southern California,64,
1174622400000,Sweet Sixteen,East,2,Georgetown,66,6,Vanderbilt,65,
1174622400000,Sweet Sixteen,Midwest,1,Florida,65,5,Butler,57,
1174622400000,Sweet Sixteen,Midwest,3,Oregon,76,7,Nevada-Las Vegas,72,
1174708800000,Elite Eight,South,1,Ohio State,92,2,Memphis,76,
1174708800000,Elite Eight,West,2,UCLA,68,1,Kansas,55,
1174795200000,Elite Eight,East,2,Georgetown,96,1,North Carolina,84,1 OT
1174795200000,Elite Eight,Midwest,1,Florida,85,3,Oregon,77,
1175313600000,National Semifinals,National Semifinals,1,Florida,76,2,UCLA,66,
1175313600000,National Semifinals,National Semifinals,1,Ohio State,67,2,Georgetown,60,
1175486400000,National Championship,National Championship,1,Florida,84,1,Ohio State,75,
1205812800000,Opening Round,East,16,"Mt. St. Mary's, Maryland",69,16,Coppin State,60,
1205985600000,Round of 64,East,4,Washington State,71,13,Winthrop,40,
1205985600000,Round of 64,East,5,Notre Dame,68,12,George Mason,50,
1205985600000,Round of 64,Midwest,1,Kansas,85,16,Portland State,61,
1205985600000,Round of 64,Midwest,3,Wisconsin,71,14,California State-Fullerton,56,
1205985600000,Round of 64,Midwest,8,Nevada-Las Vegas,71,9,Kent State,58,
1205985600000,Round of 64,Midwest,11,Kansas State,80,6,Southern California,67,
1205985600000,Round of 64,South,3,Stanford,77,14,Cornell,53,
1205985600000,Round of 64,South,4,Pittsburgh,82,13,Oral Roberts,63,
1205985600000,Round of 64,South,5,Michigan State,72,12,Temple,61,
1205985600000,Round of 64,South,6,Marquette,74,11,Kentucky,66,
1205985600000,Round of 64,West,1,UCLA,70,16,Mississippi Valley,29,
1205985600000,Round of 64,West,2,Duke,71,15,Belmont,70,
1205985600000,Round of 64,West,3,"Xavier, Ohio",73,14,Georgia,61,
1205985600000,Round of 64,West,6,Purdue,90,11,Baylor,79,
1205985600000,Round of 64,West,7,West Virginia,75,10,Arizona,65,
1205985600000,Round of 64,West,9,Texas A&M,67,8,Brigham Young,62,
1206072000000,Round of 64,East,1,North Carolina,113,16,"Mt. St. Mary's, Maryland",74,
1206072000000,Round of 64,East,2,Tennessee,72,15,American,57,
1206072000000,Round of 64,East,3,Louisville,79,14,Boise State,61,
1206072000000,Round of 64,East,6,Oklahoma,72,11,"St. Joseph's, Pennsylvania",64,
1206072000000,Round of 64,East,7,Butler,81,10,South Alabama,61,
1206072000000,Round of 64,East,9,Arkansas,86,8,Indiana,72,
1206072000000,Round of 64,Midwest,2,Georgetown,66,15,UMBC,47,
1206072000000,Round of 64,Midwest,10,Davidson,82,7,Gonzaga,76,
1206072000000,Round of 64,Midwest,12,Villanova,75,5,Clemson,69,
1206072000000,Round of 64,Midwest,13,Siena,83,4,Vanderbilt,62,
1206072000000,Round of 64,South,1,Memphis,87,16,Texas-Arlington,63,
1206072000000,Round of 64,South,2,Texas,74,15,Austin Peay,54,
1206072000000,Round of 64,South,7,"Miami, Florida",78,10,"St. Mary's, California",64,
1206072000000,Round of 64,South,8,Mississippi State,76,9,Oregon,69,
1206072000000,Round of 64,West,12,Western Kentucky,101,5,Drake,99,1 OT
1206072000000,Round of 64,West,13,San Diego,70,4,Connecticut,69,1 OT
1206158400000,Round of 32,East,4,Washington State,61,5,Notre Dame,41,
1206158400000,Round of 32,Midwest,1,Kansas,75,8,Nevada-Las Vegas,56,
1206158400000,Round of 32,Midwest,3,Wisconsin,72,11,Kansas State,55,
1206158400000,Round of 32,South,3,Stanford,82,6,Marquette,81,1 OT
1206158400000,Round of 32,South,5,Michigan State,65,4,Pittsburgh,54,
1206158400000,Round of 32,West,1,UCLA,53,9,Texas A&M,49,
1206158400000,Round of 32,West,3,"Xavier, Ohio",85,6,Purdue,78,
1206158400000,Round of 32,West,7,West Virginia,73,2,Duke,67,
1206244800000,Round of 32,East,1,North Carolina,108,9,Arkansas,77,
1206244800000,Round of 32,East,2,Tennessee,76,7,Butler,71,1 OT
1206244800000,Round of 32,East,3,Louisville,78,6,Oklahoma,48,
1206244800000,Round of 32,Midwest,10,Davidson,74,2,Georgetown,70,
1206244800000,Round of 32,Midwest,12,Villanova,84,13,Siena,72,
1206244800000,Round of 32,South,1,Memphis,77,8,Mississippi State,74,
1206244800000,Round of 32,South,2,Texas,75,7,"Miami, Florida",72,
1206244800000,Round of 32,West,12,Western Kentucky,72,13,San Diego,63,
1206590400000,Sweet Sixteen,East,1,North Carolina,68,4,Washington State,47,
1206590400000,Sweet Sixteen,East,3,Louisville,79,2,Tennessee,60,
1206590400000,Sweet Sixteen,West,1,UCLA,88,12,Western Kentucky,78,
1206590400000,Sweet Sixteen,West,3,"Xavier, Ohio",79,7,West Virginia,75,1 OT
1206676800000,Sweet Sixteen,Midwest,1,Kansas,72,12,Villanova,57,
1206676800000,Sweet Sixteen,Midwest,10,Davidson,73,3,Wisconsin,56,
1206676800000,Sweet Sixteen,South,1,Memphis,92,5,Michigan State,74,
1206676800000,Sweet Sixteen,South,2,Texas,82,3,Stanford,62,
1206763200000,Elite Eight,East,1,North Carolina,83,3,Louisville,73,
1206763200000,Elite Eight,West,1,UCLA,76,3,"Xavier, Ohio",57,
1206849600000,Elite Eight,Midwest,1,Kansas,59,10,Davidson,57,
1206849600000,Elite Eight,South,1,Memphis,85,2,Texas,67,
1207368000000,National Semifinals,National Semifinals,1,Kansas,84,1,North Carolina,66,
1207368000000,National Semifinals,National Semifinals,1,Memphis,78,1,UCLA,63,
1207540800000,National Championship,National Championship,1,Kansas,75,1,Memphis,68,1 OT
1237262400000,Opening Round,Midwest,16,Morehead State,58,16,Alabama State,43,
1237435200000,Round of 64,East,2,Duke,86,15,Binghamton,62,
1237435200000,Round of 64,East,3,Villanova,80,14,American,67,
1237435200000,Round of 64,East,6,UCLA,65,11,Virginia Commonwealth,64,
1237435200000,Round of 64,East,7,Texas,76,10,Minnesota,62,
1237435200000,Round of 64,South,1,North Carolina,101,16,Radford,58,
1237435200000,Round of 64,South,2,Oklahoma,82,15,Morgan State,54,
1237435200000,Round of 64,South,4,Gonzaga,77,13,Akron,64,
1237435200000,Round of 64,South,8,Louisiana State,75,9,Butler,71,
1237435200000,Round of 64,South,10,Michigan,62,7,Clemson,59,
1237435200000,Round of 64,South,12,Western Kentucky,76,5,Illinois,72,
1237435200000,Round of 64,West,1,Connecticut,103,16,Chattanooga,47,
1237435200000,Round of 64,West,2,Memphis,81,15,California State-Northridge,70,
1237435200000,Round of 64,West,4,Washington,71,13,Mississippi State,58,
1237435200000,Round of 64,West,5,Purdue,61,12,Northern Iowa,56,
1237435200000,Round of 64,West,9,Texas A&M,79,8,Brigham Young,66,
1237435200000,Round of 64,West,10,Maryland,84,7,California,71,
1237521600000,Round of 64,East,1,Pittsburgh,72,16,East Tennessee State,62,
1237521600000,Round of 64,East,4,"Xavier, Ohio",77,13,Portland State,59,
1237521600000,Round of 64,East,8,Oklahoma State,77,9,Tennessee,75,
1237521600000,Round of 64,East,12,Wisconsin,61,5,Florida State,59,1 OT
1237521600000,Round of 64,Midwest,1,Louisville,74,16,Morehead State,54,
1237521600000,Round of 64,Midwest,2,Michigan State,77,15,Robert Morris,62,
1237521600000,Round of 64,Midwest,3,Kansas,84,14,North Dakota State,74,
1237521600000,Round of 64,Midwest,9,Siena,74,8,Ohio State,72,2 OT
1237521600000,Round of 64,Midwest,10,Southern California,72,7,Boston College,55,
1237521600000,Round of 64,Midwest,11,Dayton,68,6,West Virginia,60,
1237521600000,Round of 64,Midwest,12,Arizona,84,5,Utah,71,
1237521600000,Round of 64,Midwest,13,Cleveland State,84,4,Wake Forest,69,
1237521600000,Round of 64,South,3,Syracuse,59,14,Stephen F. Austin,44,
1237521600000,Round of 64,South,6,Arizona State,66,11,Temple,57,
1237521600000,Round of 64,West,3,Missouri,78,14,Cornell,59,
1237521600000,Round of 64,West,6,Marquette,58,11,Utah State,57,
1237608000000,Round of 32,East,2,Duke,74,7,Texas,69,
1237608000000,Round of 32,East,3,Villanova,89,6,UCLA,69,
1237608000000,Round of 32,South,1,North Carolina,84,8,Louisiana State,70,
1237608000000,Round of 32,South,2,Oklahoma,73,10,Michigan,63,
1237608000000,Round of 32,South,4,Gonzaga,83,12,Western Kentucky,81,
1237608000000,Round of 32,West,1,Connecticut,92,9,Texas A&M,66,
1237608000000,Round of 32,West,2,Memphis,89,10,Maryland,70,
1237608000000,Round of 32,West,5,Purdue,76,4,Washington,74,
1237694400000,Round of 32,East,1,Pittsburgh,84,8,Oklahoma State,76,
1237694400000,Round of 32,East,4,"Xavier, Ohio",60,12,Wisconsin,49,
1237694400000,Round of 32,Midwest,1,Louisville,79,9,Siena,72,
1237694400000,Round of 32,Midwest,2,Michigan State,74,10,Southern California,69,
1237694400000,Round of 32,Midwest,3,Kansas,60,11,Dayton,43,
1237694400000,Round of 32,Midwest,12,Arizona,71,13,Cleveland State,57,
1237694400000,Round of 32,South,3,Syracuse,78,6,Arizona State,67,
1237694400000,Round of 32,West,3,Missouri,83,6,Marquette,79,
1238040000000,Sweet Sixteen,East,1,Pittsburgh,60,4,"Xavier, Ohio",55,
1238040000000,Sweet Sixteen,East,3,Villanova,77,2,Duke,54,
1238040000000,Sweet Sixteen,West,1,Connecticut,72,5,Purdue,60,
1238040000000,Sweet Sixteen,West,3,Missouri,102,2,Memphis,91,
1238126400000,Sweet Sixteen,Midwest,1,Louisville,103,12,Arizona,64,
1238126400000,Sweet Sixteen,Midwest,2,Michigan State,67,3,Kansas,62,
1238126400000,Sweet Sixteen,South,1,North Carolina,98,4,Gonzaga,77,
1238126400000,Sweet Sixteen,South,2,Oklahoma,84,3,Syracuse,71,
1238212800000,Elite Eight,East,3,Villanova,78,1,Pittsburgh,76,
1238212800000,Elite Eight,West,1,Connecticut,82,3,Missouri,75,
1238299200000,Elite Eight,Midwest,2,Michigan State,64,1,Louisville,52,
1238299200000,Elite Eight,South,1,North Carolina,72,2,Oklahoma,60,
1238817600000,National Semifinals,National Semifinals,1,North Carolina,83,3,Villanova,69,
1238817600000,National Semifinals,National Semifinals,2,Michigan State,82,1,Connecticut,73,
1238990400000,National Championship,National Championship,1,North Carolina,89,2,Michigan State,72,
1268712000000,Opening Round,South,16,Arkansas-Pine Bluff,61,16,Winthrop,44,
1268884800000,Round of 64,East,1,Kentucky,100,16,East Tennessee State,71,
1268884800000,Round of 64,East,3,New Mexico,62,14,Montana,57,
1268884800000,Round of 64,East,9,Wake Forest,81,8,Texas,80,1 OT
1268884800000,Round of 64,East,11,Washington,80,6,Marquette,78,
1268884800000,Round of 64,Midwest,1,Kansas,90,16,Lehigh,74,
1268884800000,Round of 64,Midwest,6,Tennessee,62,11,San Diego State,59,
1268884800000,Round of 64,Midwest,9,Northern Iowa,69,8,Nevada-Las Vegas,66,
1268884800000,Round of 64,Midwest,14,Ohio,97,3,Georgetown,83,
1268884800000,Round of 64,South,2,Villanova,73,15,Robert Morris,70,1 OT
1268884800000,Round of 64,South,3,Baylor,68,14,Sam Houston State,59,
1268884800000,Round of 64,South,10,"St. Mary's, California",80,7,Richmond,71,
1268884800000,Round of 64,South,11,Old Dominion,51,6,Notre Dame,50,
1268884800000,Round of 64,West,2,Kansas State,82,15,North Texas,62,
1268884800000,Round of 64,West,5,Butler,77,12,Texas-El Paso,59,
1268884800000,Round of 64,West,7,Brigham Young,99,10,Florida,92,2 OT
1268884800000,Round of 64,West,13,Murray State,66,4,Vanderbilt,65,
1268971200000,Round of 64,East,2,West Virginia,77,15,Morgan State,50,
1268971200000,Round of 64,East,4,Wisconsin,53,13,Wofford,49,
1268971200000,Round of 64,East,10,Missouri,86,7,Clemson,78,
1268971200000,Round of 64,East,12,Cornell,78,5,Temple,65,
1268971200000,Round of 64,Midwest,2,Ohio State,68,15,California-Santa Barbara,51,
1268971200000,Round of 64,Midwest,4,Maryland,89,13,Houston,77,
1268971200000,Round of 64,Midwest,5,Michigan State,70,12,New Mexico State,67,
1268971200000,Round of 64,Midwest,10,Georgia Tech,64,7,Oklahoma State,59,
1268971200000,Round of 64,South,1,Duke,73,16,Arkansas-Pine Bluff,44,
1268971200000,Round of 64,South,4,Purdue,72,13,Siena,64,
1268971200000,Round of 64,South,5,Texas A&M,69,12,Utah State,53,
1268971200000,Round of 64,South,8,California,77,9,Louisville,62,
1268971200000,Round of 64,West,1,Syracuse,79,16,Vermont,56,
1268971200000,Round of 64,West,3,Pittsburgh,89,14,Oakland,66,
1268971200000,Round of 64,West,6,"Xavier, Ohio",65,11,Minnesota,54,
1268971200000,Round of 64,West,8,Gonzaga,67,9,Florida State,60,
1269057600000,Round of 32,East,1,Kentucky,90,9,Wake Forest,60,
1269057600000,Round of 32,East,11,Washington,82,3,New Mexico,64,
1269057600000,Round of 32,Midwest,6,Tennessee,83,14,Ohio,68,
1269057600000,Round of 32,Midwest,9,Northern Iowa,69,1,Kansas,67,
1269057600000,Round of 32,South,3,Baylor,76,11,Old Dominion,68,
1269057600000,Round of 32,South,10,"St. Mary's, California",75,2,Villanova,68,
1269057600000,Round of 32,West,2,Kansas State,84,7,Brigham Young,72,
1269057600000,Round of 32,West,5,Butler,54,13,Murray State,52,
1269144000000,Round of 32,East,2,West Virginia,68,10,Missouri,59,
1269144000000,Round of 32,East,12,Cornell,87,4,Wisconsin,69,
1269144000000,Round of 32,Midwest,2,Ohio State,75,10,Georgia Tech,66,
1269144000000,Round of 32,Midwest,5,Michigan State,85,4,Maryland,83,
1269144000000,Round of 32,South,1,Duke,68,8,California,53,
1269144000000,Round of 32,South,4,Purdue,63,5,Texas A&M,61,1 OT
1269144000000,Round of 32,West,1,Syracuse,87,8,Gonzaga,65,
1269144000000,Round of 32,West,6,"Xavier, Ohio",71,3,Pittsburgh,68,
1269489600000,Sweet Sixteen,East,1,Kentucky,62,12,Cornell,45,
1269489600000,Sweet Sixteen,East,2,West Virginia,69,11,Washington,56,
1269489600000,Sweet Sixteen,West,2,Kansas State,101,6,"Xavier, Ohio",96,2 OT
1269489600000,Sweet Sixteen,West,5,Butler,63,1,Syracuse,59,
1269576000000,Sweet Sixteen,Midwest,5,Michigan State,59,9,Northern Iowa,52,
1269576000000,Sweet Sixteen,Midwest,6,Tennessee,76,2,Ohio State,73,
1269576000000,Sweet Sixteen,South,1,Duke,70,4,Purdue,57,
