game_date,round,region,winning_seed,winner,winning_score,losing_seed,loser,losing_score,overtime
701672400000,Sweet Sixteen,Southeast,6,Michigan,75,2,Oklahoma State,72,
701758800000,Elite Eight,East,1,Duke,104,2,Kentucky,103,1 OT
701758800000,Elite Eight,West,2,Indiana,106,1,UCLA,79,
701845200000,Elite Eight,Midwest,4,Cincinnati,88,6,Memphis,57,
701845200000,Elite Eight,Southeast,6,Michigan,75,1,Ohio State,71,1 OT
702363600000,National Semifinals,National Semifinals,1,Duke,81,2,Indiana,78,
702363600000,National Semifinals,National Semifinals,6,Michigan,76,4,Cincinnati,72,
702532800000,National Championship,National Championship,1,Duke,71,6,Michigan,51,
732430800000,Round of 64,East,1,North Carolina,85,16,East Carolina,65,
732430800000,Round of 64,East,4,Arkansas,94,13,Holy Cross,64,
732430800000,Round of 64,East,5,"St. John's, New York",85,12,Texas Tech,67,
732430800000,Round of 64,East,8,Rhode Island,74,9,Purdue,68,
732430800000,Round of 64,Midwest,2,Kansas,94,15,Ball State,72,
732430800000,Round of 64,Midwest,3,Duke,105,14,Southern Illinois,70,
732430800000,Round of 64,Midwest,6,California,66,11,Louisiana State,64,
732430800000,Round of 64,Midwest,7,Brigham Young,80,10,Southern Methodist,71,
732430800000,Round of 64,Southeast,2,Seton Hall,81,15,Tennessee State,59,
732430800000,Round of 64,Southeast,3,Florida State,82,14,Evansville,70,
732430800000,Round of 64,Southeast,7,Western Kentucky,55,10,Memphis,52,
732430800000,Round of 64,Southeast,11,Tulane,55,6,Kansas State,53,
732430800000,Round of 64,West,3,Vanderbilt,92,14,Boise State,72,
732430800000,Round of 64,West,6,Illinois,75,11,Long Beach State,72,
732430800000,Round of 64,West,7,Temple,75,10,Missouri,61,
732430800000,Round of 64,West,15,Santa Clara,64,2,Arizona,61,
732517200000,Round of 64,East,2,Cincinnati,93,15,Coppin State,66,
732517200000,Round of 64,East,3,Massachusetts,54,14,Pennsylvania,50,
732517200000,Round of 64,East,6,Virginia,78,11,Manhattan,66,
732517200000,Round of 64,East,7,New Mexico State,93,10,Nebraska,79,
732517200000,Round of 64,Midwest,1,Indiana,97,16,Wright State,54,
732517200000,Round of 64,Midwest,4,Louisville,76,13,Delaware,70,
732517200000,Round of 64,Midwest,5,Oklahoma State,74,12,Marquette,62,
732517200000,Round of 64,Midwest,9,"Xavier, Ohio",73,8,New Orleans,55,
732517200000,Round of 64,Southeast,1,Kentucky,96,16,Rider,52,
732517200000,Round of 64,Southeast,4,Iowa,82,13,Louisiana-Monroe,69,
732517200000,Round of 64,Southeast,5,Wake Forest,81,12,Chattanooga,58,
732517200000,Round of 64,Southeast,8,Utah,86,9,Pittsburgh,85,
732517200000,Round of 64,West,1,Michigan,84,16,Coastal Carolina,53,
732517200000,Round of 64,West,9,UCLA,81,8,Iowa State,70,
732517200000,Round of 64,West,12,George Washington,82,5,New Mexico,68,
732517200000,Round of 64,West,13,Southern,93,4,Georgia Tech,78,
732603600000,Round of 32,East,1,North Carolina,112,8,Rhode Island,67,
732603600000,Round of 32,East,4,Arkansas,80,5,"St. John's, New York",74,
732603600000,Round of 32,Midwest,2,Kansas,90,7,Brigham Young,76,
732603600000,Round of 32,Midwest,6,California,82,3,Duke,77,
732603600000,Round of 32,Southeast,3,Florida State,94,11,Tulane,63,
732603600000,Round of 32,Southeast,7,Western Kentucky,72,2,Seton Hall,68,
732603600000,Round of 32,West,3,Vanderbilt,85,6,Illinois,68,
732603600000,Round of 32,West,7,Temple,68,15,Santa Clara,57,
732690000000,Round of 32,East,2,Cincinnati,92,7,New Mexico State,55,
732690000000,Round of 32,East,6,Virginia,71,3,Massachusetts,56,
732690000000,Round of 32,Midwest,1,Indiana,73,9,"Xavier, Ohio",70,
732690000000,Round of 32,Midwest,4,Louisville,78,5,Oklahoma State,63,
732690000000,Round of 32,Southeast,1,Kentucky,83,8,Utah,62,
732690000000,Round of 32,Southeast,5,Wake Forest,84,4,Iowa,78,
732690000000,Round of 32,West,1,Michigan,86,9,UCLA,84,1 OT
732690000000,Round of 32,West,12,George Washington,90,13,Southern,80,
733035600000,Sweet Sixteen,Midwest,1,Indiana,82,4,Louisville,69,
733035600000,Sweet Sixteen,Midwest,2,Kansas,93,6,California,76,
733035600000,Sweet Sixteen,Southeast,1,Kentucky,103,5,Wake Forest,69,
733035600000,Sweet Sixteen,Southeast,3,Florida State,81,7,Western Kentucky,78,1 OT
733122000000,Sweet Sixteen,East,1,North Carolina,80,4,Arkansas,74,
733122000000,Sweet Sixteen,East,2,Cincinnati,71,6,Virginia,54,
733122000000,Sweet Sixteen,West,1,Michigan,72,12,George Washington,64,
733122000000,Sweet Sixteen,West,7,Temple,67,3,Vanderbilt,59,
733208400000,Elite Eight,Midwest,2,Kansas,83,1,Indiana,77,
733208400000,Elite Eight,Southeast,1,Kentucky,106,3,Florida State,81,
733294800000,Elite Eight,East,1,North Carolina,75,2,Cincinnati,68,1 OT
733294800000,Elite Eight,West,1,Michigan,77,7,Temple,72,
733813200000,National Semifinals,National Semifinals,1,North Carolina,78,2,Kansas,68,
733813200000,National Semifinals,National Semifinals,1,Michigan,81,1,Kentucky,78,1 OT
733982400000,National Championship,National Championship,1,North Carolina,77,1,Michigan,71,
763880400000,Round of 64,East,2,Connecticut,64,15,Rider,46,
763880400000,Round of 64,East,3,Florida,64,14,James Madison,62,
763880400000,Round of 64,East,10,George Washington,51,7,UAB,46,
763880400000,Round of 64,East,11,Pennsylvania,90,6,Nebraska,80,
763880400000,Round of 64,Midwest,2,Massachusetts,78,15,Texas State,60,
763880400000,Round of 64,Midwest,3,Michigan,78,14,Pepperdine,74,1 OT
763880400000,Round of 64,Midwest,6,Texas,91,11,Western Kentucky,77,
763880400000,Round of 64,Midwest,10,Maryland,74,7,St. Louis,66,
763880400000,Round of 64,Southeast,1,Purdue,98,16,Central Florida,67,
763880400000,Round of 64,Southeast,4,Kansas,102,13,Chattanooga,73,
763880400000,Round of 64,Southeast,5,Wake Forest,68,12,"Charleston, South Carolina",58,
763880400000,Round of 64,Southeast,9,Alabama,76,8,Providence,70,
763880400000,Round of 64,West,1,Missouri,76,16,Navy,53,
763880400000,Round of 64,West,4,Syracuse,92,13,Hawaii,78,
763880400000,Round of 64,West,9,Wisconsin,80,8,Cincinnati,72,
763880400000,Round of 64,West,12,Green Bay,61,5,California,57,
763966800000,Round of 64,East,1,North Carolina,71,16,Liberty,51,
763966800000,Round of 64,East,4,Temple,61,13,Drexel,39,
763966800000,Round of 64,East,5,Indiana,84,12,Ohio,72,
763966800000,Round of 64,East,9,Boston College,67,8,Washington State,64,
763966800000,Round of 64,Midwest,1,Arkansas,94,16,North Carolina A&T,79,
763966800000,Round of 64,Midwest,4,Oklahoma State,65,13,New Mexico State,55,
763966800000,Round of 64,Midwest,9,Georgetown,84,8,Illinois,77,
763966800000,Round of 64,Midwest,12,Tulsa,112,5,UCLA,102,
763966800000,Round of 64,Southeast,2,Duke,82,15,Texas Southern,70,
763966800000,Round of 64,Southeast,3,Kentucky,83,14,Tennessee State,70,
763966800000,Round of 64,Southeast,6,Marquette,81,11,Louisiana-Lafayette,59,
763966800000,Round of 64,Southeast,7,Michigan State,84,10,Seton Hall,73,
763966800000,Round of 64,West,2,Arizona,81,15,"Loyola, Maryland",55,
763966800000,Round of 64,West,3,Louisville,67,14,Boise State,58,
763966800000,Round of 64,West,6,Minnesota,74,11,Southern Illinois,60,
763966800000,Round of 64,West,7,Virginia,57,10,New Mexico,54,
764053200000,Round of 32,East,2,Connecticut,75,10,George Washington,63,
764053200000,Round of 32,East,3,Florida,70,11,Pennsylvania,58,
764053200000,Round of 32,Midwest,3,Michigan,84,6,Texas,79,
764053200000,Round of 32,Midwest,10,Maryland,95,2,Massachusetts,87,
764053200000,Round of 32,Southeast,1,Purdue,83,9,Alabama,73,
764053200000,Round of 32,Southeast,4,Kansas,69,5,Wake Forest,58,
764053200000,Round of 32,West,1,Missouri,109,9,Wisconsin,96,
764053200000,Round of 32,West,4,Syracuse,64,12,Green Bay,59,
764139600000,Round of 32,East,5,Indiana,67,4,Temple,58,
764139600000,Round of 32,East,9,Boston College,75,1,North Carolina,72,
764139600000,Round of 32,Midwest,1,Arkansas,85,9,Georgetown,73,
764139600000,Round of 32,Midwest,12,Tulsa,82,4,Oklahoma State,80,
764139600000,Round of 32,Southeast,2,Duke,85,7,Michigan State,74,
764139600000,Round of 32,Southeast,6,Marquette,75,3,Kentucky,63,
764139600000,Round of 32,West,2,Arizona,71,7,Virginia,58,
764139600000,Round of 32,West,3,Louisville,60,6,Minnesota,55,
764485200000,Sweet Sixteen,Southeast,1,Purdue,83,4,Kansas,78,
764485200000,Sweet Sixteen,Southeast,2,Duke,59,6,Marquette,49,
764485200000,Sweet Sixteen,West,1,Missouri,98,4,Syracuse,88,1 OT
764485200000,Sweet Sixteen,West,2,Arizona,82,3,Louisville,70,
764571600000,Sweet Sixteen,East,3,Florida,69,2,Connecticut,60,1 OT
764571600000,Sweet Sixteen,East,9,Boston College,77,5,Indiana,68,
764571600000,Sweet Sixteen,Midwest,1,Arkansas,103,12,Tulsa,84,
764571600000,Sweet Sixteen,Midwest,3,Michigan,78,10,Maryland,71,
764658000000,Elite Eight,Southeast,2,Duke,69,1,Purdue,60,
764658000000,Elite Eight,West,2,Arizona,92,1,Missouri,72,
764744400000,Elite Eight,East,3,Florida,74,9,Boston College,66,
764744400000,Elite Eight,Midwest,1,Arkansas,76,3,Michigan,68,
765262800000,National Semifinals,National Semifinals,1,Arkansas,91,2,Arizona,82,
765262800000,National Semifinals,National Semifinals,2,Duke,70,3,Florida,65,
765432000000,National Championship,National Championship,1,Arkansas,76,2,Duke,72,
795330000000,Round of 64,East,1,Wake Forest,79,16,North Carolina A&T,47,
795330000000,Round of 64,East,4,Oklahoma State,73,13,Drexel,49,
795330000000,Round of 64,East,5,Alabama,91,12,Pennsylvania,85,1 OT
795330000000,Round of 64,East,9,St. Louis,64,8,Minnesota,61,1 OT
795330000000,Round of 64,Midwest,1,Kansas,82,16,Colgate,68,
795330000000,Round of 64,Midwest,4,Virginia,96,13,Nicholls State,72,
795330000000,Round of 64,Midwest,8,Western Kentucky,82,9,Michigan,76,1 OT
795330000000,Round of 64,Midwest,12,"Miami, Ohio",71,5,Arizona,62,
795330000000,Round of 64,Southeast,1,Kentucky,113,16,"Mt. St. Mary's, Maryland",67,
795330000000,Round of 64,Southeast,5,Arizona State,81,12,Ball State,66,
795330000000,Round of 64,Southeast,9,Tulane,76,8,Brigham Young,70,
795330000000,Round of 64,Southeast,13,Manhattan,77,4,Oklahoma,67,
795330000000,Round of 64,West,2,Connecticut,100,15,Chattanooga,71,
795330000000,Round of 64,West,3,Maryland,87,14,Gonzaga,63,
795330000000,Round of 64,West,7,Cincinnati,77,10,Temple,71,
795330000000,Round of 64,West,11,Texas,90,6,Oregon,73,
795416400000,Round of 64,East,2,Massachusetts,68,15,St. Peter's,51,
795416400000,Round of 64,East,6,Tulsa,68,11,Illinois,62,
795416400000,Round of 64,East,10,Stanford,70,7,Charlotte,68,
795416400000,Round of 64,East,14,Old Dominion,89,3,Villanova,81,3 OT
795416400000,Round of 64,Midwest,2,Arkansas,79,15,Texas Southern,78,
795416400000,Round of 64,Midwest,3,Purdue,49,14,Green Bay,48,
795416400000,Round of 64,Midwest,6,Memphis,77,11,Louisville,56,
795416400000,Round of 64,Midwest,7,Syracuse,96,10,Southern Illinois,92,
795416400000,Round of 64,Southeast,2,North Carolina,80,15,Murray State,70,
795416400000,Round of 64,Southeast,6,Georgetown,68,11,"Xavier, Ohio",63,
795416400000,Round of 64,Southeast,7,Iowa State,64,10,Florida,61,
795416400000,Round of 64,Southeast,14,Weber State,79,3,Michigan State,72,
795416400000,Round of 64,West,1,UCLA,92,16,Florida International,56,
795416400000,Round of 64,West,4,Utah,76,13,Long Beach State,64,
795416400000,Round of 64,West,5,Mississippi State,75,12,Santa Clara,67,
795416400000,Round of 64,West,8,Missouri,65,9,Indiana,60,
795502800000,Round of 32,East,1,Wake Forest,64,9,St. Louis,59,
795502800000,Round of 32,East,4,Oklahoma State,66,5,Alabama,52,
795502800000,Round of 32,Midwest,1,Kansas,75,8,Western Kentucky,70,
795502800000,Round of 32,Midwest,4,Virginia,60,12,"Miami, Ohio",54,1 OT
795502800000,Round of 32,Southeast,1,Kentucky,82,9,Tulane,60,
795502800000,Round of 32,Southeast,5,Arizona State,64,13,Manhattan,54,
795502800000,Round of 32,West,2,Connecticut,96,7,Cincinnati,91,
795502800000,Round of 32,West,3,Maryland,82,11,Texas,68,
795589200000,Round of 32,East,2,Massachusetts,75,10,Stanford,53,
795589200000,Round of 32,East,6,Tulsa,64,14,Old Dominion,52,
795589200000,Round of 32,Midwest,2,Arkansas,96,7,Syracuse,94,1 OT
795589200000,Round of 32,Midwest,6,Memphis,75,3,Purdue,73,
795589200000,Round of 32,Southeast,2,North Carolina,73,7,Iowa State,51,
795589200000,Round of 32,Southeast,6,Georgetown,53,14,Weber State,51,
795589200000,Round of 32,West,1,UCLA,75,8,Missouri,74,
795589200000,Round of 32,West,5,Mississippi State,78,4,Utah,64,
795934800000,Sweet Sixteen,Southeast,1,Kentucky,97,5,Arizona State,73,
795934800000,Sweet Sixteen,Southeast,2,North Carolina,74,6,Georgetown,64,
795934800000,Sweet Sixteen,West,1,UCLA,86,5,Mississippi State,67,
795934800000,Sweet Sixteen,West,2,Connecticut,99,3,Maryland,89,
796021200000,Sweet Sixteen,East,2,Massachusetts,76,6,Tulsa,51,
796021200000,Sweet Sixteen,East,4,Oklahoma State,71,1,Wake Forest,66,
796021200000,Sweet Sixteen,Midwest,2,Arkansas,96,6,Memphis,91,1 OT
796021200000,Sweet Sixteen,Midwest,4,Virginia,67,1,Kansas,58,
796107600000,Elite Eight,Southeast,2,North Carolina,74,1,Kentucky,61,
796107600000,Elite Eight,West,1,UCLA,102,2,Connecticut,96,
796194000000,Elite Eight,East,4,Oklahoma State,68,2,Massachusetts,54,
796194000000,Elite Eight,Midwest,2,Arkansas,68,4,Virginia,61,
796712400000,National Semifinals,National Semifinals,1,UCLA,74,4,Oklahoma State,61,
796712400000,National Semifinals,National Semifinals,2,Arkansas,75,2,North Carolina,68,
796881600000,National Championship,National Championship,1,UCLA,89,2,Arkansas,78,
826779600000,Round of 64,East,1,Massachusetts,92,16,Central Florida,70,
826779600000,Round of 64,East,4,Marquette,68,13,"Monmouth, New Jersey",44,
826779600000,Round of 64,East,9,Stanford,66,8,Bradley,58,
826779600000,Round of 64,East,12,Arkansas,86,5,Pennsylvania State,80,
826779600000,Round of 64,Midwest,1,Kentucky,110,16,San Jose State,72,
826779600000,Round of 64,Midwest,4,Utah,72,13,Canisius,43,
826779600000,Round of 64,Midwest,5,Iowa State,74,12,California,64,
826779600000,Round of 64,Midwest,9,Virginia Tech,61,8,Green Bay,48,
826779600000,Round of 64,Southeast,1,Connecticut,68,16,Colgate,59,
826779600000,Round of 64,Southeast,5,Mississippi State,58,12,Virginia Commonwealth,51,
826779600000,Round of 64,Southeast,9,Eastern Michigan,75,8,Duke,60,
826779600000,Round of 64,Southeast,13,Princeton,43,4,UCLA,41,
826779600000,Round of 64,West,1,Purdue,73,16,Western Carolina,71,
826779600000,Round of 64,West,4,Syracuse,88,13,Montana State,55,
826779600000,Round of 64,West,8,Georgia,81,9,Clemson,74,
826779600000,Round of 64,West,12,Drexel,75,5,Memphis,63,
826866000000,Round of 64,East,2,Georgetown,93,15,Mississippi Valley,56,
826866000000,Round of 64,East,3,Texas Tech,74,14,Northern Illinois,73,
826866000000,Round of 64,East,6,North Carolina,83,11,New Orleans,62,
826866000000,Round of 64,East,7,New Mexico,69,10,Kansas State,48,
826866000000,Round of 64,Midwest,2,Wake Forest,62,15,Louisiana-Monroe,50,
826866000000,Round of 64,Midwest,3,Villanova,92,14,Portland,58,
826866000000,Round of 64,Midwest,6,Louisville,82,11,Tulsa,80,1 OT
826866000000,Round of 64,Midwest,10,Texas,80,7,Michigan,76,
826866000000,Round of 64,Southeast,2,Cincinnati,66,15,North Carolina-Greensboro,61,
826866000000,Round of 64,Southeast,3,Georgia Tech,90,14,Austin Peay,79,
826866000000,Round of 64,Southeast,7,Temple,61,10,Oklahoma,43,
826866000000,Round of 64,Southeast,11,Boston College,64,6,Indiana,51,
826866000000,Round of 64,West,2,Kansas,92,15,South Carolina State,54,
826866000000,Round of 64,West,3,Arizona,90,14,Valparaiso,51,
826866000000,Round of 64,West,6,Iowa,81,11,George Washington,79,
826866000000,Round of 64,West,10,Santa Clara,91,7,Maryland,79,
826952400000,Round of 32,East,1,Massachusetts,79,9,Stanford,74,
826952400000,Round of 32,East,12,Arkansas,65,4,Marquette,56,
826952400000,Round of 32,Midwest,1,Kentucky,84,9,Virginia Tech,60,
826952400000,Round of 32,Midwest,4,Utah,73,5,Iowa State,67,
826952400000,Round of 32,Southeast,1,Connecticut,95,9,Eastern Michigan,81,
826952400000,Round of 32,Southeast,5,Mississippi State,63,13,Princeton,41,
826952400000,Round of 32,West,4,Syracuse,69,12,Drexel,58,
826952400000,Round of 32,West,8,Georgia,76,1,Purdue,69,
827038800000,Round of 32,East,2,Georgetown,73,7,New Mexico,62,
827038800000,Round of 32,East,3,Texas Tech,92,6,North Carolina,73,
827038800000,Round of 32,Midwest,2,Wake Forest,65,10,Texas,62,
827038800000,Round of 32,Midwest,6,Louisville,68,3,Villanova,64,
827038800000,Round of 32,Southeast,2,Cincinnati,78,7,Temple,65,
827038800000,Round of 32,Southeast,3,Georgia Tech,103,11,Boston College,89,
827038800000,Round of 32,West,2,Kansas,76,10,Santa Clara,51,
827038800000,Round of 32,West,3,Arizona,87,6,Iowa,73,
827384400000,Sweet Sixteen,East,1,Massachusetts,79,12,Arkansas,63,
827384400000,Sweet Sixteen,East,2,Georgetown,98,3,Texas Tech,90,
827384400000,Sweet Sixteen,Midwest,1,Kentucky,101,4,Utah,70,
827384400000,Sweet Sixteen,Midwest,2,Wake Forest,60,6,Louisville,59,
827470800000,Sweet Sixteen,Southeast,2,Cincinnati,87,3,Georgia Tech,70,
827470800000,Sweet Sixteen,Southeast,5,Mississippi State,60,1,Connecticut,55,
827470800000,Sweet Sixteen,West,2,Kansas,83,3,Arizona,80,
827470800000,Sweet Sixteen,West,4,Syracuse,83,8,Georgia,81,1 OT
827557200000,Elite Eight,East,1,Massachusetts,86,2,Georgetown,62,
827557200000,Elite Eight,Midwest,1,Kentucky,83,2,Wake Forest,63,
827643600000,Elite Eight,Southeast,5,Mississippi State,73,2,Cincinnati,63,
827643600000,Elite Eight,West,4,Syracuse,60,2,Kansas,57,
828162000000,National Semifinals,National Semifinals,1,Kentucky,81,1,Massachusetts,74,
828162000000,National Semifinals,National Semifinals,4,Syracuse,77,5,Mississippi State,69,
828334800000,National Championship,National Championship,1,Kentucky,76,4,Syracuse,67,
858229200000,Round of 64,East,1,North Carolina,82,16,Fairfield,74,
858229200000,Round of 64,East,4,Villanova,101,13,Long Island-Brooklyn,91,
858229200000,Round of 64,East,5,California,55,12,Princeton,52,
858229200000,Round of 64,East,9,Colorado,80,8,Indiana,62,
858229200000,Round of 64,Midwest,2,UCLA,109,15,Charleston Southern,75,
858229200000,Round of 64,Midwest,3,Cincinnati,86,14,Butler,69,
858229200000,Round of 64,Midwest,6,Iowa State,69,11,Illinois State,57,
858229200000,Round of 64,Midwest,7,"Xavier, Ohio",80,10,Vanderbilt,68,
858229200000,Round of 64,Southeast,1,Kansas,78,16,Jackson State,64,
858229200000,Round of 64,Southeast,4,Arizona,65,13,South Alabama,57,
858229200000,Round of 64,Southeast,8,Purdue,83,9,Rhode Island,76,1 OT
858229200000,Round of 64,Southeast,12,"Charleston, South Carolina",75,5,Maryland,66,
858229200000,Round of 64,West,1,Kentucky,92,16,Montana,54,
858229200000,Round of 64,West,4,"St. Joseph's, Pennsylvania",75,13,"Pacific, California",65,
858229200000,Round of 64,West,5,Boston College,73,12,Valparaiso,66,
858229200000,Round of 64,West,8,Iowa,73,9,Virginia,60,
858315600000,Round of 64,East,3,New Mexico,59,14,Old Dominion,55,
858315600000,Round of 64,East,6,Louisville,65,11,Massachusetts,57,
858315600000,Round of 64,East,10,Texas,71,7,Wisconsin,58,
858315600000,Round of 64,East,15,Coppin State,78,2,South Carolina,65,
858315600000,Round of 64,Midwest,1,Minnesota,78,16,Texas State,46,
858315600000,Round of 64,Midwest,4,Clemson,68,13,"Miami, Ohio",56,
858315600000,Round of 64,Midwest,5,Tulsa,81,12,Boston,52,
858315600000,Round of 64,Midwest,9,Temple,62,8,Mississippi,40,
858315600000,Round of 64,Southeast,2,Duke,81,15,Murray State,78,
858315600000,Round of 64,Southeast,6,Illinois,90,11,Southern California,77,
858315600000,Round of 64,Southeast,10,Providence,81,7,Marquette,59,
858315600000,Round of 64,Southeast,14,Chattanooga,73,3,Georgia,70,
858315600000,Round of 64,West,2,Utah,75,15,Navy,61,
858315600000,Round of 64,West,3,Wake Forest,68,14,"St. Mary's, California",46,
858315600000,Round of 64,West,6,Stanford,80,11,Oklahoma,67,
858315600000,Round of 64,West,7,Charlotte,79,10,Georgetown,67,
858402000000,Round of 32,East,1,North Carolina,73,9,Colorado,56,
858402000000,Round of 32,East,5,California,75,4,Villanova,68,
858402000000,Round of 32,Midwest,2,UCLA,96,7,"Xavier, Ohio",83,
858402000000,Round of 32,Midwest,6,Iowa State,67,3,Cincinnati,66,
858402000000,Round of 32,Southeast,1,Kansas,75,8,Purdue,61,
858402000000,Round of 32,Southeast,4,Arizona,73,12,"Charleston, South Carolina",69,
858402000000,Round of 32,West,1,Kentucky,75,8,Iowa,69,
858402000000,Round of 32,West,4,"St. Joseph's, Pennsylvania",81,5,Boston College,77,1 OT
858488400000,Round of 32,East,6,Louisville,64,3,New Mexico,63,
858488400000,Round of 32,East,10,Texas,82,15,Coppin State,81,
858488400000,Round of 32,Midwest,1,Minnesota,76,9,Temple,57,
858488400000,Round of 32,Midwest,4,Clemson,65,5,Tulsa,59,
858488400000,Round of 32,Southeast,10,Providence,98,2,Duke,87,
858488400000,Round of 32,Southeast,14,Chattanooga,75,6,Illinois,63,
858488400000,Round of 32,West,2,Utah,77,7,Charlotte,58,
858488400000,Round of 32,West,6,Stanford,72,3,Wake Forest,66,
858834000000,Sweet Sixteen,Midwest,1,Minnesota,90,4,Clemson,84,2 OT
858834000000,Sweet Sixteen,Midwest,2,UCLA,74,6,Iowa State,73,1 OT
858834000000,Sweet Sixteen,West,1,Kentucky,83,4,"St. Joseph's, Pennsylvania",68,
858834000000,Sweet Sixteen,West,2,Utah,82,6,Stanford,77,1 OT
858920400000,Sweet Sixteen,East,1,North Carolina,73,5,California,67,
858920400000,Sweet Sixteen,East,6,Louisville,78,10,Texas,63,
858920400000,Sweet Sixteen,Southeast,4,Arizona,85,1,Kansas,82,
858920400000,Sweet Sixteen,Southeast,10,Providence,71,14,Chattanooga,65,
859006800000,Elite Eight,Midwest,1,Minnesota,80,2,UCLA,72,
859006800000,Elite Eight,West,1,Kentucky,72,2,Utah,59,
859093200000,Elite Eight,East,1,North Carolina,97,6,Louisville,74,
859093200000,Elite Eight,Southeast,4,Arizona,96,10,Providence,92,1 OT
859611600000,National Semifinals,National Semifinals,1,Kentucky,78,1,Minnesota,69,
859611600000,National Semifinals,National Semifinals,4,Arizona,66,1,North Carolina,58,
859784400000,National Championship,National Championship,4,Arizona,84,1,Kentucky,79,1 OT
889678800000,Round of 64,East,1,North Carolina,88,16,Navy,52,
889678800000,Round of 64,East,2,Connecticut,93,15,Fairleigh Dickinson,85,
889678800000,Round of 64,East,4,Michigan State,83,13,Eastern Michigan,71,
889678800000,Round of 64,East,5,Princeton,69,12,Nevada-Las Vegas,57,
889678800000,Round of 64,East,7,Indiana,94,10,Oklahoma,87,1 OT
889678800000,Round of 64,East,8,Charlotte,77,9,Illinois-Chicago,62,
889678800000,Round of 64,East,11,Washington,69,6,"Xavier, Ohio",68,
889678800000,Round of 64,East,14,Richmond,62,3,South Carolina,61,
889678800000,Round of 64,West,1,Arizona,99,16,Nicholls State,60,
889678800000,Round of 64,West,2,Cincinnati,65,15,Northern Arizona,62,
889678800000,Round of 64,West,3,Utah,85,14,San Francisco,68,
889678800000,Round of 64,West,4,Maryland,82,13,Utah State,68,
889678800000,Round of 64,West,5,Illinois,64,12,South Alabama,51,
889678800000,Round of 64,West,6,Arkansas,74,11,Nebraska,65,
889678800000,Round of 64,West,9,Illinois State,82,8,Tennessee,81,1 OT
889678800000,Round of 64,West,10,West Virginia,82,7,Temple,52,
889765200000,Round of 64,Midwest,1,Kansas,110,16,Prairie View,52,
889765200000,Round of 64,Midwest,2,Purdue,95,15,Delaware,56,
889765200000,Round of 64,Midwest,3,Stanford,67,14,"Charleston, South Carolina",57,
889765200000,Round of 64,Midwest,8,Rhode Island,97,9,Murray State,74,
889765200000,Round of 64,Midwest,10,Detroit,66,7,"St. John's, New York",64,
889765200000,Round of 64,Midwest,11,Western Michigan,75,6,Clemson,72,
889765200000,Round of 64,Midwest,12,Florida State,96,5,Texas Christian,87,
889765200000,Round of 64,Midwest,13,Valparaiso,70,4,Mississippi,69,
889765200000,Round of 64,South,1,Duke,99,16,Radford,63,
889765200000,Round of 64,South,2,Kentucky,82,15,South Carolina State,67,
889765200000,Round of 64,South,3,Michigan,80,14,Davidson,61,
889765200000,Round of 64,South,4,New Mexico,79,13,Butler,62,
889765200000,Round of 64,South,5,Syracuse,63,12,Iona,61,
889765200000,Round of 64,South,6,UCLA,65,11,"Miami, Florida",62,
889765200000,Round of 64,South,8,Oklahoma State,74,9,George Washington,59,
889765200000,Round of 64,South,10,St. Louis,51,7,Massachusetts,46,
889851600000,Round of 32,East,1,North Carolina,93,8,Charlotte,83,1 OT
889851600000,Round of 32,East,2,Connecticut,78,7,Indiana,68,
889851600000,Round of 32,East,4,Michigan State,63,5,Princeton,56,
889851600000,Round of 32,East,11,Washington,87,14,Richmond,66,
889851600000,Round of 32,West,1,Arizona,82,9,Illinois State,49,
889851600000,Round of 32,West,3,Utah,75,6,Arkansas,69,
889851600000,Round of 32,West,4,Maryland,67,5,Illinois,61,
889851600000,Round of 32,West,10,West Virginia,75,2,Cincinnati,74,
889938000000,Round of 32,Midwest,2,Purdue,80,10,Detroit,65,
889938000000,Round of 32,Midwest,3,Stanford,83,11,Western Michigan,65,
889938000000,Round of 32,Midwest,8,Rhode Island,80,1,Kansas,75,
889938000000,Round of 32,Midwest,13,Valparaiso,83,12,Florida State,77,1 OT
889938000000,Round of 32,South,1,Duke,79,8,Oklahoma State,73,
889938000000,Round of 32,South,2,Kentucky,88,10,St. Louis,61,
889938000000,Round of 32,South,5,Syracuse,56,4,New Mexico,46,
889938000000,Round of 32,South,6,UCLA,85,3,Michigan,82,
890283600000,Sweet Sixteen,East,1,North Carolina,73,4,Michigan State,58,
890283600000,Sweet Sixteen,East,2,Connecticut,75,11,Washington,74,
890283600000,Sweet Sixteen,West,1,Arizona,87,4,Maryland,79,
890283600000,Sweet Sixteen,West,3,Utah,65,10,West Virginia,62,
890370000000,Sweet Sixteen,Midwest,3,Stanford,67,2,Purdue,59,
890370000000,Sweet Sixteen,Midwest,8,Rhode Island,74,13,Valparaiso,68,
890370000000,Sweet Sixteen,South,1,Duke,80,5,Syracuse,67,
890370000000,Sweet Sixteen,South,2,Kentucky,94,6,UCLA,68,
890456400000,Elite Eight,East,1,North Carolina,75,2,Connecticut,64,
890456400000,Elite Eight,West,3,Utah,76,1,Arizona,51,
890542800000,Elite Eight,Midwest,3,Stanford,79,8,Rhode Island,77,
890542800000,Elite Eight,South,2,Kentucky,86,1,Duke,84,
891061200000,National Semifinals,National Semifinals,2,Kentucky,86,3,Stanford,85,1 OT
